full_text_comments,full_text_comments_preprocessed
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu fokus mendukung Pilkada dipilih langsung oleh DPRD,pak menlu fokus mendukung pilkada dipilih langsung dprd
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Heran masih minyak aja jadi penyebabnya Tweet https://t.co/XbHrZEP8rF,heran minyak jadi penyebabnya tweet
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nanti tidak dibagi kue https://t.co/eSsg3LWxYc,takut nanti dibagi kue
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar pak sebentar pidato presiden bangsa besar jangan sampai dipecah belah antek antek asing siap berkorban siap mati rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar pak sebentar pidato presiden bangsa besar jangan sampai dipecah belah antek antek asing siap berkorban siap mati rakyat
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Intinya mbg solusinya,intinya mbg solusinya
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak kualitas orang di kemenhan saja diragukan dengan masuknya artis sebagai bagian dari mereka. Kebayangkan integritas mereka spt apa. Yakin mereka bisa melindungi negara dan menjaga rahasia negara? Makanya Kemenlu ga mau ambil resiko.,pak kualitas orang kemenhan saja diragukan masuknya artis bagian kebayangkan integritas spt apa yakin melindungi negara menjaga rahasia negara makanya kemenlu ambil resiko
@dinopattidjalal @AnisSholehB @Kemlu_RI @Menlu_RI Tuan Anwar Ibrahim dan Malaysia lebih berani lebih berwibawa dan terhormat mungkin Malaysia justru yang bangsa yang besar,tuan anwar ibrahim malaysia lebih berani lebih berwibawa terhormat mungkin malaysia justru bangsa besar
@dinopattidjalal @Kemlu_RI @Menlu_RI Maaf pak beliau kerjaan utamanya Sekjen Partai Menlu mah kerjaan sampingan masih berharap?,maaf pak beliau kerjaan utamanya sekjen partai menlu kerjaan sampingan berharap
@himawansugeha95 @dinopattidjalal @Kemlu_RI @Menlu_RI Beda banget sih Pak https://t.co/Y3eV7vCLpA,beda banget sih pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangankan ambil sikap kpd admin dunia pak. Ambil sikap kpd admin Asia yg ingin mengklaim Natuna aja gak bisa. Terbukti pengiriman T-50i dari Korsel tertunda krn pemerintah ingin pespur tersebut transit dulu ke admin Asia. Padahal admin Asia gak mempermasalahkan transit ke Taiwan,jangankan ambil sikap kpd admin dunia pak ambil sikap kpd admin asia mengklaim natuna terbukti pengiriman korsel tertunda krn pemerintah pespur tersebut transit dulu admin asia padahal admin asia mempermasalahkan transit taiwan
@dinopattidjalal @Kemlu_RI @Menlu_RI Anak idiologis biji peler satu,anak idiologis biji peler satu
@dinopattidjalal @Kemlu_RI @Menlu_RI Karna Indonesia udh jual diri https://t.co/NUk41ZhzZk,karna indonesia udh jual diri
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI para mantan dubes terheran heran ,para mantan dubes terheran heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Ketika rakyat Gaza dibantai zionist apakah ada pernyataan mengutuk dari pemerintahan Indonesia? Pemerintahan kucing ompong,rakyat gaza dibantai zionist apakah pernyataan mengutuk pemerintahan indonesia pemerintahan kucing ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI menlu malah tugasnya blusukan ke daerah ngurusin pengungsi bencana badan &amp; kementerian kabinet badut emang ga tau mana tugas dan kewajibannya masing2. mending turu.,menlu malah tugasnya blusukan daerah ngurusin pengungsi bencana badan amp kementerian kabinet badut emang tau mana tugas kewajibannya masing mending turu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo emng di kalender beliau msih covid soal ny msih 2021,emng kalender beliau msih covid soal msih
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI PBB bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb,pbb organisasi perdamaian pbb cuma jadi organisasi amerika jadi usah terlalu memuja pbb
@dinopattidjalal @Kemlu_RI @Menlu_RI Setuju 1000% pak Dino Sepertinya pemimpin2 di negara ini sekarang penakut...padahal jika puhak asing manapun mengusik Indonesia..bisa dipastikan 1000% rakyat ikut turun berperang...kita semua punya genetika keberanian melawan yang menindas...siapapun itu.,setuju pak dino sepertinya pemimpin negara sekarang penakut padahal puhak asing manapun mengusik indonesia dipastikan rakyat ikut turun berperang semua punya genetika keberanian melawan menindas siapapun
@HirooAPG @dinopattidjalal @Kemlu_RI @Menlu_RI Exacly,exacly
@ubedasy @dinopattidjalal @Kemlu_RI @Menlu_RI Nothing,nothing
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang bisa diharapkan dari orang ini sbg MenLu!?,apa diharapkan orang sbg menlu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Bangun tidur dikasih laporan : AMAN PAK bobo lagi,bangun tidur dikasih laporan aman pak bobo
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukankah RI saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional? Harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari RI oleh negara² lain. Contoh yg salah tapi... ‍‍️,bukankah justru menjadi contoh negara dunia kehilangan martabat harga diri panggung internasional harusnya bangga baru kali era kepemimpinan dicontoh negara lain contoh salah
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Kan hapenya dipegang buna. Gak boleh main HP kalo belum dapat nilai bagus ,kan hapenya dipegang buna main kalo dapat nilai bagus
@dinopattidjalal @Kemlu_RI @Menlu_RI hahahahahahhaa... setuju Mas Menteri.. SAMA SEKALI TIDAK MENYEBUT AMERIKA SERIKAT!!! Menlu kita sekarang memang PENGECUT!!! Cerminan atasan?,hahahahahahhaa setuju mas menteri sama sekali menyebut amerika serikat menlu sekarang memang pengecut cerminan atasan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan Israel udah investasi besar di Indo sampai ada 50 visa itu. Kata prubowo kekuatan Aseng makanya kelakuan pejabat ama polri kaya yahudi semua...,kan israel udah investasi besar indo sampai visa kata prubowo kekuatan aseng makanya kelakuan pejabat ama polri kaya yahudi semua
@dinopattidjalal @Kemlu_RI @Menlu_RI GARIS BESARNYA APAKAH YG MAU DI HARAPKAN DARI PENGUASA HASIL PEMILU CURANG 2024 LALU ...? SAYA LIHAT HAMPIER TIDAK ADA KEBIJAKAN YG JUJUR... REGULASINYA BAU BUSUK SYARAT KEPENTINGAN POLITIK KEKUASAAN ... PAGAR LAUT ? RIZA CHALID ? KUOTA HAJI ? JUDOL ? GRATIF JET KAESANG ? DLL ?,garis besarnya apakah harapkan penguasa hasil pemilu curang lalu lihat hampier kebijakan jujur regulasinya bau busuk syarat kepentingan politik kekuasaan pagar laut riza chalid kuota haji judol gratif jet kaesang dll
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya... Akhirnya chatbot yg disuruh komen...,menlunya bingung tahu ngomong apa krn komando bosnya utk berbicara langsung krn bosnya tell alias makin lambat daya pikirnya akhirnya chatbot disuruh komen
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Jadi boleh ya kalo wowok dihilangkan kek Mahasiswa ?,jadi kalo wowok dihilangkan kek mahasiswa
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/wx6zeSFScR,
@dinopattidjalal @Kemlu_RI @Menlu_RI apakah kita sudah menjadi budak Amerika dan bersikap budeg pada hal-hal yang tak sesuai dengan hukum internasional yang dilakukan oleh Amerika?,apakah menjadi budak amerika bersikap budeg hal hal tak sesuai hukum internasional dilakukan amerika
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Dasar tidak patriotik! Ini soal sikap kita bangsa bezaaaaaar! https://t.co/Afavsvwko2,dasar patriotik soal sikap bangsa bezaaaaaar
@dinopattidjalal @Kemlu_RI @Menlu_RI Negeri dg pejabat inkompeten,negeri pejabat inkompeten
@dinopattidjalal @Kemlu_RI @Menlu_RI Dia itu bukan Menlu tapi ketua RT,menlu ketua
@vladsyarif13 @dinopattidjalal @Kemlu_RI @Menlu_RI Macan Asia: https://t.co/4UXPmMx3GK,macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI terlihat serupa dgn statement PM Malaysia,terlihat serupa dgn statement malaysia
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/g8qE4LqQ0G,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya kira semua org memang perlu berhati-hati berkomentar mengenai perkembangan terakhir di Venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final.,kira semua org memang berhati hati berkomentar mengenai perkembangan terakhir venezuela cuma fokus kejadian terbaru rentetan peristiwa sebelumnya dicermati sampai satu kesimpulan final
@dinopattidjalal @Kemlu_RI @Menlu_RI AS telah melanggar tata tertib pergaulan internasional dan kalau RI tidak bereaksi keras RI hanyalah macan ompong bukan macan asia ,telah melanggar tata tertib pergaulan internasional bereaksi keras hanyalah macan ompong macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Indonesia bukan sekedar pemain Global South. @Prabowo sendiri yang menawarkan Indonesia sbg bridge builder North-South. Nampaknya akan ada harga yang harus dibayar oleh @POTUS untuk Indonesia terkait diamnya Indonesia.,padahal indonesia sekedar pemain global south sendiri menawarkan indonesia sbg bridge builder north south nampaknya harga dibayar indonesia terkait diamnya indonesia
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut sama @realDonaldTrump https://t.co/qr248e0yPy,takut sama
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan heran istilahnya beliau tidak percaya diri beneran ,jangan heran istilahnya beliau percaya diri beneran
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Wamenlu nya ada 2 gak pernah kedengeran,wamenlu pernah kedengeran
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon kan diplomat pak pernyataan jauh beda dgn singapore punya pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Salute sama PM Malaysia. Tegas!,salute sama malaysia tegas
@NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@GunGuna0446496 @dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Gara gara 58 hanya omon omon,gara gara omon omon
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah mana berani sama asing,mana berani sama asing
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Wong pancen anak magang ,wong pancen anak magang
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin masih menunggu petunjuk ketua partai. Kebanyakan pejabat yg notabene anggota suatu partai politik 'mengembik' apa kata sang ketua partai. Ini menurut keyakinan saya.,mungkin menunggu petunjuk ketua partai kebanyakan pejabat notabene anggota suatu partai politik mengembik apa kata sang ketua partai menurut keyakinan
@dinopattidjalal @Kemlu_RI @Menlu_RI Aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegas.Kalo begini mah ga usah heran wong memang biasanya pun begitu kok.,aduh pake heran sih pak heran kalo cepet tanggap buat statement tegas kalo begini usah heran wong memang biasanya pun begitu
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 https://t.co/1D21ldHMd6,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya berbeda pendapat Pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara Pada kasus kasus krusial SANGAT TEPAT sikap menlu (dan pak presiden @prabowo ) untuk sangat berhati hati sebelum membuat pernyataan Pantau dulu perkembangan nya. Perubahan,berbeda pendapat pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara kasus kasus krusial sangat tepat sikap menlu pak presiden sangat berhati hati sebelum membuat pernyataan pantau dulu perkembangan perubahan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita ini bangsa yang besar.. ucap si macan ompong,bangsa besar ucap macan ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon kan diplomat pak pernyataan jauh beda dgn singapore punya pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Sesungguhnya... DONALD TRUMP itu sedang membangkitkan PERANG SALIB perang sesama Imperium KARESTEN lalu Ummat Yesus Allaihissalam dan Muhammad SAW dijadikan korban Kolonial APEK: Asosiasi Penjajah Karesten Tentunyaahh..,sesungguhnya donald trump sedang membangkitkan perang salib perang sesama imperium karesten lalu ummat yesus allaihissalam muhammad saw dijadikan korban kolonial apek asosiasi penjajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini terlalu berisiko merusak hubungan bilateral. Untuk menjaga netralitas diplomatik hindari konfrontasi lgsg &amp; fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai POLICY LN RO,menurut analisis berdasarkan pernyataan resmi kemlu berita terkini terlalu berisiko merusak hubungan bilateral menjaga netralitas diplomatik hindari konfrontasi lgsg amp fokus prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai policy
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/nzD8OYlrO6 Malaysia lebih progesif.,malaysia lebih progesif
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya Prihatin...Kata pak SBY.,prihatin kata pak sby
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada minyak RI di Venezuela..... ko @prabowo @bahlillahadalia @KementerianESDM @Menlu_RI @MyPertaminaID pada diam. https://t.co/rDZbtmQL3C,minyak venezuela diam
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg. Wkwk,takut nego tarif dagang gagal pdhl nguntungin sama sekali wkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak Macan Asia Menjadi presiden... kita takut dengan negara lain.. kita takut untuk menangkap koruptor. kita takut menangkapa pelaku pembalakan liar. kita takut ketika rakyat menjadi kritis dan pandai.. itulah kita hidup.. Jokowi....,sejak macan asia menjadi presiden takut negara lain takut menangkap koruptor takut menangkapa pelaku pembalakan liar takut rakyat menjadi kritis pandai itulah hidup jokowi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pak pattidjalal pura pura tau pernyataan menlu tentu persetujuan presiden tau kan pembicaraan empat mata presiden dgn donal trum bocor mic amp viral medsos
@dinopattidjalal @Kemlu_RI @Menlu_RI Mental JONGOS disuruh berani.. Mana mungkin..,mental jongos disuruh berani mana mungkin
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Radanya ini.benar banget ,radanya benar banget
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Loh si pigai sudah packing koper padahal mo ke new york,pigai packing koper padahal new york
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Jangan lupa openingnya: heey antek antek asing! ,jangan lupa openingnya heey antek antek asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Sekelas pak Dino aja heran lhooo....,sekelas pak dino heran lhooo
@dinopattidjalal @Kemlu_RI @Menlu_RI gimana mo jadi 5 super power dunia,gimana jadi super power dunia
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya ngurusin Pilkada,menlunya ngurusin pilkada
@dinopattidjalal @Kemlu_RI @Menlu_RI he s busy ngapa2in Pilkada pls don t disturb him,busy ngapain pilkada pls don disturb him
@KangSemproel @NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@ditoradhyaa @yudhis147 @dinopattidjalal @Kemlu_RI @Menlu_RI Sebagai Menlu RI (1999-2001) di era Gus Dur prestasi Alwi Shihab meliputi: - Memperbaiki hubungan bilateral Indonesia-Portugal diakui dengan penghargaan dari Presiden Portugal (2012). - Menjadi utusan khusus ke Timur Tengah &amp; Organisasi Konferensi Islam untuk diplomasi. -,menlu era gus dur prestasi alwi shihab meliputi memperbaiki hubungan bilateral indonesia portugal diakui penghargaan presiden portugal menjadi utusan khusus timur tengah amp organisasi konferensi islam diplomasi
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/OTlX0a2Hqy,
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak kapan pemerintah kita berani?? mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan,sejak kapan pemerintah berani beraninya ama warga sendiri doang ama bule bali diinjek injek ngelawan
@RencanaTrading @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau diharapkan dr menlu sekarang yg tidak punya stance,apa diharapkan menlu sekarang punya stance
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah : USA menyodorkan konsep perencanaan pilpres 2024 berikut jajaran kabinetnya bila 02 menang ?? Apakah ada kontribusi dana dari sana jg ?,apakah usa menyodorkan konsep perencanaan pilpres berikut jajaran kabinetnya bila menang apakah kontribusi dana sana
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar.. menlu kita banyak diamnya. Kemungkinan ga paham juga apa yg mau dia omongin,benar menlu banyak diamnya kemungkinan paham apa omongin
@dinopattidjalal @Kemlu_RI @Menlu_RI Betul pak. Padahal KITA BANGSA YANG BESAR! ,betul pak padahal bangsa besar
@dinopattidjalal @Kemlu_RI @Menlu_RI Bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable &amp; kompeten? FORKS FOUND IN THE KITCHEN DUH PAK https://t.co/NFGVWwqGho,bapak heran pernyataan keluar kementerian dipimpin orang capable amp kompeten forks found the kitchen duh pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan malu malu kalau dukung trump serang negara besar sampaikan saja. Hidup trumph !,jangan malu malu dukung trump serang negara besar sampaikan saja hidup trumph
@dinopattidjalal @Kemlu_RI @Menlu_RI Harga diri nyangkut terbawa banjir bandang dia Aceh Tamiang,harga diri nyangkut terbawa banjir bandang aceh tamiang
@dinopattidjalal @Kemlu_RI @Menlu_RI saya juga heran pak,heran pak
@rizkydika_ @dinopattidjalal @Kemlu_RI @Menlu_RI Level Camat aja belom ...,level camat belom
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau tindakan tersebut dibenarkan. Bisa kejadian juga thailand culik perdana mentri kamboja?,tindakan tersebut dibenarkan kejadian thailand culik perdana mentri kamboja
@erlangga_tsu @dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini menyebut Amerika Serikat bisa memperkuat sikap bebas aktif Indonesia seperti kritik terhadap invasi Iraq dulu tapi juga berisiko merusak hubungan bilateral. Kemungkinan alasan tidak disebut:,menurut analisis berdasarkan pernyataan resmi kemlu berita terkini menyebut amerika serikat memperkuat sikap bebas aktif indonesia kritik terhadap invasi iraq dulu berisiko merusak hubungan bilateral kemungkinan alasan disebut
